loan_id,cust_id,branch_id,product_id,loan_amount,interest_rate,tenure_years,loan_status,date_id
5548,1359,10,2,259000,11.65,3,Closed,308
5549,1220,9,1,1354000,9.73,11,Closed,581
5550,1106,24,3,993000,9.17,3,Active,170
5551,1375,18,1,2775000,8.28,10,Active,594
5552,1070,8,2,505000,13.83,1,Closed,452
5553,1195,19,2,190000,11.57,3,Active,522
5554,1186,3,1,480000,8.14,11,Active,941
5555,1099,9,1,3044000,7.44,11,Closed,440
5556,1082,13,3,908000,8.52,4,Active,147
5557,1075,9,1,1713000,7.08,12,Active,886
5558,1374,25,1,2488000,8.75,12,Closed,298
5559,1340,20,3,640000,9.68,1,Active,370
5560,1192,12,1,626000,7.82,14,Active,809
5561,1325,23,3,531000,8.87,5,Active,894
5562,1467,13,1,1339000,8.88,10,Active,660
5563,1214,8,1,468000,8.5,11,Active,124
5564,1315,15,4,893000,9.35,5,Active,248
5565,1444,13,1,2730000,8.95,10,Active,960
5566,1467,21,2,680000,12.04,2,Active,882
5567,1382,13,4,262000,10.16,4,Active,678
5568,1367,17,1,918000,8.2,12,Active,570
5569,1318,15,2,256000,14.06,1,Closed,480
5570,1144,25,5,1499000,10.49,6,Active,882
5571,1384,22,2,302000,10.64,2,Active,469
5572,1216,19,1,911000,7.98,13,Active,366
5573,1361,3,3,150000,9.45,5,Active,758
5574,1324,14,1,570000,8.84,12,Active,779
5575,1015,10,1,1873000,9.11,12,Active,926
5576,1217,17,5,2224000,10.56,7,Active,339
5577,1492,8,1,1555000,9.32,11,Active,94
5578,1439,18,1,1032000,8.87,11,Closed,355
5579,1035,12,2,203000,12.6,2,Active,1092
5580,1183,17,6,230000,10.23,3,Active,149
5581,1270,23,1,1711000,9.6,12,Closed,5
5582,1433,11,1,1016000,9.05,12,Closed,246
5583,1467,9,2,285000,11.78,2,Active,762
5584,1358,22,2,161000,13.55,2,Active,987
5585,1100,24,2,241000,12.32,3,Closed,647
5586,1007,24,6,177000,11.88,2,Closed,893
5587,1030,25,1,622000,7.52,13,Active,444
5588,1467,23,1,1251000,8.0,11,Closed,287
5589,1305,25,1,3414000,9.54,11,Active,212
5590,1473,15,3,448000,8.4,4,Active,1020
5591,1144,9,1,2438000,7.96,13,Closed,696
5592,1111,12,4,726000,7.95,5,Closed,217
5593,1232,11,6,205000,11.06,1,Active,849
5594,1179,17,1,1884000,9.37,14,Closed,335
5595,1072,6,6,118000,10.06,2,Active,887
5596,1210,8,1,1695000,8.84,11,Closed,172
5597,1220,10,2,253000,11.74,2,Default,875
5598,1080,25,4,1115000,8.87,3,Closed,519
5599,1500,15,3,985000,9.01,5,Closed,153
5600,1083,4,4,635000,9.57,4,Active,487
5601,1042,18,2,133000,12.25,2,Active,411
5602,1273,11,5,1016000,10.77,9,Closed,311
5603,1191,9,4,307000,10.65,4,Active,487
5604,1173,9,1,1251000,8.08,11,Active,500
5605,1461,8,6,121000,10.65,1,Active,568
5606,1007,3,6,180000,10.93,3,Active,92
5607,1155,21,2,177000,12.46,3,Active,669
5608,1010,18,3,531000,8.5,4,Active,493
5609,1034,14,4,829000,10.04,7,Active,1096
5610,1036,3,4,697000,10.04,6,Active,46
5611,1409,17,1,2167000,9.17,9,Active,805
5612,1006,4,3,735000,7.31,3,Active,759
5613,1408,21,6,192000,11.13,4,Closed,736
5614,1402,18,1,1990000,7.99,13,Default,983
5615,1215,15,4,446000,10.87,5,Closed,761
5616,1134,19,2,71000,13.2,1,Closed,77
5617,1285,22,1,1439000,9.19,10,Active,50
5618,1126,6,1,1657000,8.06,13,Active,661
5619,1409,15,4,397000,8.96,4,Active,107
5620,1439,7,1,672000,9.1,9,Default,698
5621,1337,12,2,119000,13.38,3,Active,498
5622,1174,16,2,248000,10.65,3,Active,1031
5623,1152,9,2,445000,13.53,4,Active,825
5624,1331,20,1,1180000,8.77,10,Closed,292
5625,1026,5,3,487000,9.0,5,Closed,979
5626,1383,11,3,316000,8.28,4,Active,536
5627,1115,2,1,826000,9.26,7,Active,312
5628,1382,22,2,202000,11.81,2,Active,491
5629,1482,16,3,840000,8.55,4,Closed,77
5630,1284,4,1,818000,6.55,11,Active,124
5631,1387,5,5,1376000,10.44,6,Active,966
5632,1075,7,2,245000,11.41,1,Active,284
5633,1166,6,1,1898000,6.94,12,Active,845
5634,1189,24,1,797000,9.32,13,Active,482
5635,1078,22,2,502000,12.41,2,Closed,608
5636,1435,10,1,2202000,7.08,12,Closed,557
5637,1090,14,1,2513000,7.43,12,Closed,69
5638,1176,8,1,1454000,7.71,9,Active,68
5639,1021,14,2,412000,11.7,3,Active,78
5640,1054,14,1,1108000,8.75,14,Active,75
5641,1184,20,5,820000,10.8,5,Closed,514
5642,1359,23,2,409000,12.57,4,Active,994
5643,1222,3,4,696000,9.8,5,Active,1072
5644,1315,1,3,345000,10.12,4,Active,766
5645,1328,9,2,269000,13.53,4,Active,1066
5646,1179,9,4,317000,9.9,5,Active,134
5647,1276,22,2,186000,11.44,3,Active,827
5648,1112,2,2,317000,12.42,3,Active,593
5649,1224,16,2,540000,10.17,2,Active,1043
5650,1214,8,5,2319000,11.24,8,Active,692
5651,1059,6,3,533000,8.23,2,Closed,829
5652,1327,23,2,739000,12.33,5,Active,531
5653,1393,13,1,2512000,8.5,11,Closed,70
5654,1109,1,2,1059000,12.07,3,Active,434
5655,1385,19,1,1977000,8.17,11,Active,133
5656,1157,15,6,185000,10.59,2,Closed,67
5657,1191,1,2,626000,11.73,3,Active,807
5658,1200,10,1,2727000,8.84,10,Closed,231
5659,1312,1,1,873000,8.73,12,Active,668
5660,1196,12,1,1317000,8.93,11,Active,150
5661,1035,11,1,1345000,8.03,9,Active,819
5662,1379,17,5,2342000,11.43,7,Active,615
5663,1387,4,5,540000,10.44,5,Active,540
5664,1246,23,6,130000,10.33,1,Active,1032
5665,1237,7,3,707000,6.92,3,Active,475
5666,1104,12,3,442000,10.12,2,Active,254
5667,1007,13,6,187000,12.05,2,Active,493
5668,1283,5,6,183000,10.57,2,Active,665
5669,1001,6,5,1154000,9.81,6,Active,571
5670,1219,2,5,471000,10.84,7,Active,802
5671,1464,21,3,1216000,8.95,3,Closed,884
5672,1230,7,1,1666000,8.51,13,Closed,430
5673,1455,14,2,257000,14.06,1,Active,806
5674,1172,25,3,1457000,9.07,2,Active,109
5675,1087,22,2,122000,12.07,2,Default,756
5676,1041,14,5,1530000,11.12,6,Closed,278
5677,1123,10,4,553000,9.54,5,Active,667
5678,1331,4,3,417000,8.69,4,Active,1045
5679,1298,3,1,2050000,7.18,11,Active,949
5680,1373,25,2,359000,12.7,1,Default,250
5681,1417,23,1,1607000,7.85,11,Active,559
5682,1178,14,1,2925000,7.75,8,Active,284
5683,1063,6,3,424000,8.29,5,Active,744
5684,1484,23,1,1244000,7.05,12,Active,681
5685,1165,15,1,888000,8.99,9,Active,993
5686,1489,8,2,483000,12.54,1,Active,520
5687,1187,5,4,910000,9.79,5,Active,741
5688,1383,3,1,1075000,8.68,11,Active,745
5689,1209,3,5,696000,11.32,7,Closed,445
5690,1227,13,2,54000,12.94,2,Active,417
5691,1432,2,1,1010000,9.87,8,Active,531
5692,1389,24,3,493000,9.99,3,Active,462
5693,1048,1,6,168000,10.88,1,Closed,804
5694,1224,12,2,103000,11.8,3,Active,903
5695,1003,8,3,1008000,8.05,5,Active,116
5696,1372,19,4,1069000,8.68,6,Active,32
5697,1175,9,4,385000,10.71,7,Default,298
5698,1446,14,1,1194000,7.73,10,Active,782
5699,1099,18,4,226000,10.06,5,Active,985
5700,1116,10,6,126000,10.04,3,Closed,412
5701,1270,9,3,747000,10.55,5,Active,626
5702,1447,6,5,536000,9.3,6,Active,423
5703,1368,1,2,190000,12.25,3,Active,543
5704,1253,5,1,1311000,7.88,11,Closed,152
5705,1317,10,3,841000,8.91,5,Active,755
5706,1415,25,2,158000,11.91,2,Active,838
5707,1095,13,5,239000,10.33,6,Closed,536
5708,1273,22,6,239000,9.91,3,Active,218
5709,1380,23,4,351000,11.54,3,Active,421
5710,1024,4,6,179000,10.18,1,Closed,429
5711,1116,1,2,95000,12.76,2,Closed,315
5712,1151,21,5,1820000,9.8,6,Active,315
5713,1338,2,1,1339000,6.91,13,Active,90
5714,1050,24,1,1684000,7.99,11,Active,439
5715,1206,4,3,1084000,9.55,4,Active,570
5716,1498,17,2,314000,12.52,3,Active,100
5717,1335,10,6,119000,10.35,1,Active,891
5718,1079,23,2,526000,12.82,3,Active,812
5719,1070,12,6,168000,10.34,2,Active,998
5720,1027,2,1,1191000,9.53,13,Closed,245
5721,1271,3,5,1020000,12.06,6,Closed,52
5722,1050,14,4,752000,9.57,4,Active,162
5723,1292,25,3,399000,8.67,5,Closed,122
5724,1247,15,2,223000,12.45,1,Closed,1014
5725,1264,13,4,345000,10.32,3,Active,294
5726,1079,9,2,92000,12.29,3,Active,246
5727,1387,2,3,752000,10.03,4,Closed,346
5728,1190,19,2,283000,12.35,3,Closed,601
5729,1047,16,1,2534000,8.97,11,Active,601
5730,1461,11,1,569000,7.66,10,Active,36
5731,1361,12,2,128000,12.06,3,Active,1040
5732,1354,25,6,131000,11.15,1,Active,206
5733,1472,1,2,136000,12.54,3,Active,674
5734,1488,2,4,859000,9.51,2,Active,881
5735,1352,16,3,614000,8.86,5,Active,712
5736,1189,2,6,180000,10.47,2,Active,987
5737,1416,19,2,445000,13.57,4,Active,423
5738,1256,10,1,493000,6.99,11,Active,960
5739,1222,19,4,345000,9.89,7,Closed,205
5740,1372,10,3,728000,9.17,4,Closed,157
5741,1241,16,2,514000,11.68,3,Active,831
5742,1269,13,1,2475000,8.38,11,Active,299
5743,1001,16,1,2379000,7.27,12,Closed,19
5744,1034,18,2,210000,12.06,5,Active,138
5745,1446,24,3,1006000,8.7,4,Active,700
5746,1079,8,3,560000,9.25,4,Active,43
5747,1236,24,2,388000,13.56,1,Active,304
5748,1334,18,2,131000,11.54,2,Default,296
5749,1377,13,1,2787000,7.16,11,Active,625
5750,1349,25,3,439000,9.64,3,Active,369
5751,1098,7,4,378000,6.65,6,Closed,376
5752,1082,21,1,2062000,8.04,9,Active,964
5753,1455,23,1,1502000,7.91,10,Active,216
5754,1477,24,1,1318000,7.44,8,Active,852
5755,1415,25,6,395000,10.33,1,Active,483
5756,1192,18,3,374000,8.41,5,Active,1048
5757,1253,6,2,343000,10.84,2,Active,1068
5758,1409,9,2,199000,12.96,2,Active,386
5759,1038,6,6,195000,10.89,1,Active,919
5760,1014,18,3,1321000,8.51,4,Active,481
5761,1392,17,1,673000,8.09,13,Active,78
5762,1347,12,2,113000,13.54,4,Closed,318
5763,1310,3,4,459000,9.99,4,Closed,143
5764,1386,5,2,145000,12.5,4,Closed,516
5765,1209,7,1,1615000,9.71,11,Active,325
5766,1357,10,6,201000,9.18,3,Active,486
5767,1462,10,6,394000,9.23,1,Active,487
5768,1089,19,6,209000,10.88,1,Active,370
5769,1056,25,1,731000,9.13,10,Closed,630
5770,1094,4,1,5148000,6.87,10,Active,912
5771,1093,10,2,320000,11.18,3,Active,393
5772,1340,18,5,1060000,11.59,3,Active,119
5773,1085,3,4,802000,9.14,4,Active,354
5774,1445,21,5,1545000,10.81,6,Active,766
5775,1245,3,6,228000,10.56,3,Active,957
5776,1022,5,4,227000,10.72,5,Active,1088
5777,1291,16,1,895000,8.27,11,Active,258
5778,1485,20,1,1444000,8.87,12,Active,1030
5779,1272,13,2,103000,11.57,1,Default,17
5780,1306,11,1,3186000,8.94,10,Active,282
5781,1122,13,1,1249000,7.82,10,Active,553
5782,1128,19,4,575000,8.61,5,Closed,442
5783,1113,6,1,1253000,10.05,10,Active,366
5784,1427,24,4,570000,11.37,7,Closed,355
5785,1273,13,5,549000,11.11,7,Active,816
5786,1336,4,1,412000,9.66,12,Active,998
5787,1442,25,1,779000,8.26,9,Closed,232
5788,1130,22,1,1986000,8.05,11,Active,389
5789,1132,5,1,3462000,8.37,11,Closed,374
5790,1085,19,3,589000,8.56,3,Active,192
5791,1423,5,3,324000,7.49,4,Default,135
5792,1482,21,3,1118000,8.67,3,Active,179
5793,1350,14,2,211000,13.48,1,Active,222
5794,1390,4,2,475000,12.36,4,Active,551
5795,1081,12,3,278000,9.51,3,Active,556
5796,1487,6,1,961000,8.44,12,Active,809
5797,1473,19,1,1655000,7.52,9,Active,157
5798,1325,10,5,495000,11.19,7,Active,3
5799,1069,1,2,186000,11.9,2,Active,201
5800,1148,23,4,305000,8.85,7,Closed,345
5801,1448,23,1,5811000,9.19,10,Active,416
5802,1016,16,1,1991000,7.52,12,Active,97
5803,1307,4,2,99000,12.01,3,Active,621
5804,1105,9,5,1286000,12.31,7,Active,740
5805,1165,18,4,597000,10.53,7,Active,541
5806,1488,17,1,2444000,8.33,11,Active,879
5807,1201,15,5,1911000,9.37,7,Closed,523
5808,1197,19,2,212000,12.06,5,Active,955
5809,1426,7,1,1023000,7.28,11,Active,95
5810,1185,25,1,3260000,8.09,11,Active,132
5811,1322,18,2,375000,12.36,2,Active,605
5812,1265,6,2,115000,11.86,2,Active,566
5813,1363,19,1,1061000,9.38,11,Active,258
5814,1100,21,6,195000,11.12,1,Active,846
5815,1342,12,3,299000,8.41,5,Active,304
5816,1320,25,4,457000,11.18,5,Closed,501
5817,1214,3,3,520000,8.39,4,Active,580
5818,1278,1,3,469000,10.15,3,Active,190
5819,1162,5,2,510000,11.99,2,Closed,339
5820,1439,1,3,690000,8.6,4,Active,19
5821,1157,8,6,146000,11.52,1,Active,415
5822,1422,7,3,252000,8.78,4,Closed,62
5823,1251,15,2,395000,13.32,2,Default,911
5824,1366,11,1,972000,7.52,11,Closed,67
5825,1097,18,6,230000,10.77,2,Active,723
5826,1018,14,1,3143000,8.86,9,Active,854
5827,1327,9,4,284000,10.9,6,Active,175
5828,1449,5,2,308000,12.68,1,Active,519
5829,1383,23,2,353000,12.18,3,Active,964
5830,1097,4,4,482000,10.36,7,Active,897
5831,1001,12,1,1091000,7.95,11,Default,233
5832,1216,1,2,270000,12.6,1,Active,711
5833,1132,24,1,1497000,8.86,12,Active,534
5834,1260,13,3,695000,8.32,2,Closed,741
5835,1125,1,1,3382000,8.59,11,Active,825
5836,1082,3,1,950000,9.08,12,Active,125
5837,1283,22,5,1272000,12.48,6,Active,698
5838,1171,8,2,306000,13.39,3,Active,1062
5839,1059,24,1,1333000,8.67,12,Closed,248
5840,1032,18,3,1067000,9.46,2,Active,141
5841,1161,25,2,261000,12.04,3,Active,97
5842,1284,16,2,425000,12.23,3,Active,1012
5843,1106,20,5,2551000,11.58,6,Closed,475
5844,1105,20,4,297000,10.21,4,Active,816
5845,1439,16,1,1106000,8.09,12,Active,808
5846,1228,2,3,386000,8.43,2,Active,798
5847,1188,17,1,1273000,7.99,11,Active,535
5848,1070,10,1,1530000,7.87,9,Closed,265
5849,1318,7,5,1299000,10.09,7,Active,672
5850,1464,10,2,543000,12.61,1,Closed,305
5851,1290,19,5,1254000,10.91,7,Closed,429
5852,1087,20,1,2931000,7.81,11,Active,784
5853,1370,9,1,3410000,8.26,10,Active,793
5854,1362,22,2,153000,12.38,3,Active,37
5855,1472,17,2,164000,12.69,2,Active,301
5856,1056,9,4,363000,10.33,6,Closed,136
5857,1113,9,3,506000,8.68,4,Default,488
5858,1013,5,2,198000,12.77,3,Active,175
5859,1440,24,3,418000,9.21,5,Active,804
5860,1018,7,4,776000,10.58,4,Active,630
5861,1182,11,5,1536000,11.46,9,Active,985
5862,1461,8,2,174000,14.77,2,Active,338
5863,1113,25,4,428000,10.98,5,Active,359
5864,1229,14,2,494000,12.24,1,Closed,257
5865,1171,2,4,768000,9.97,5,Closed,1018
5866,1295,10,5,774000,10.3,8,Active,203
5867,1189,21,1,1622000,7.47,10,Active,655
5868,1426,24,2,102000,12.35,4,Closed,255
5869,1465,16,6,459000,10.63,2,Active,131
5870,1079,16,2,346000,14.51,1,Active,627
5871,1146,19,5,401000,10.45,4,Closed,288
5872,1407,11,1,1043000,7.53,12,Closed,660
5873,1182,6,3,693000,9.09,3,Active,56
5874,1499,6,5,911000,10.27,9,Active,334
5875,1286,7,2,574000,12.79,2,Closed,810
5876,1250,16,2,177000,12.14,1,Active,841
5877,1354,13,1,2105000,8.29,9,Active,687
5878,1314,3,1,1504000,8.82,12,Active,664
5879,1196,24,2,605000,12.07,1,Active,809
5880,1323,24,5,1431000,10.73,4,Closed,4
5881,1071,9,6,87000,11.15,2,Active,435
5882,1248,24,3,370000,9.28,2,Active,984
5883,1146,3,5,515000,10.52,5,Active,782
5884,1106,6,4,462000,9.64,6,Active,995
5885,1263,25,3,350000,9.68,5,Closed,48
5886,1296,17,4,309000,10.23,5,Active,601
5887,1070,3,2,501000,12.23,2,Active,828
5888,1470,2,2,203000,13.15,5,Active,693
5889,1193,12,1,1529000,8.48,10,Active,1033
5890,1068,24,5,361000,12.02,7,Active,152
5891,1494,6,1,895000,9.16,10,Active,660
5892,1305,10,1,668000,9.37,11,Active,965
5893,1052,11,2,409000,11.89,4,Active,27
5894,1370,16,6,140000,10.08,3,Active,988
5895,1363,16,4,636000,10.58,3,Active,613
5896,1285,24,2,152000,13.09,4,Active,83
5897,1405,18,3,561000,9.17,2,Closed,1078
5898,1474,22,6,113000,9.97,3,Closed,97
5899,1334,23,2,129000,12.38,3,Closed,871
5900,1009,24,2,189000,12.79,2,Active,229
5901,1251,9,2,562000,11.48,3,Active,1019
5902,1431,21,1,1486000,8.78,10,Closed,832
5903,1332,19,5,561000,11.86,5,Closed,514
5904,1298,2,4,662000,9.01,4,Closed,497
5905,1435,24,3,698000,9.3,2,Active,459
5906,1184,1,3,642000,10.23,6,Active,1057
5907,1179,16,6,120000,11.78,2,Active,777
5908,1198,22,1,879000,6.74,10,Active,1012
5909,1128,18,1,1151000,8.97,14,Closed,54
5910,1020,3,1,3148000,8.26,9,Closed,331
5911,1472,24,4,270000,9.68,5,Closed,97
5912,1411,1,4,882000,11.88,6,Closed,505
5913,1422,6,3,492000,9.06,5,Closed,148
5914,1328,19,3,811000,8.96,3,Closed,517
5915,1065,22,2,190000,13.1,1,Closed,280
5916,1182,19,1,1448000,9.41,11,Closed,416
5917,1241,11,1,2609000,8.63,13,Active,556
5918,1369,8,3,666000,8.85,4,Default,206
5919,1024,5,4,1070000,9.72,4,Active,1002
5920,1384,20,4,684000,10.47,5,Closed,118
5921,1431,9,1,1739000,8.27,11,Active,480
5922,1455,15,1,2008000,8.97,10,Active,853
5923,1083,21,5,2144000,10.89,5,Closed,228
5924,1470,14,1,1139000,7.11,10,Active,654
5925,1319,4,2,256000,13.64,1,Active,541
5926,1185,24,1,2670000,8.4,13,Active,1049
5927,1439,24,3,355000,9.69,4,Active,87
5928,1316,8,2,137000,12.73,1,Closed,612
5929,1099,20,1,1752000,8.53,11,Active,953
5930,1062,17,3,180000,9.45,4,Closed,1008
5931,1286,2,2,421000,12.38,4,Closed,178
5932,1477,20,1,1314000,9.51,11,Active,140
5933,1022,16,3,759000,9.23,3,Active,432
5934,1459,10,5,1242000,12.01,6,Active,946
5935,1212,2,1,1752000,8.95,11,Active,531
5936,1126,11,1,1049000,6.71,15,Closed,368
5937,1413,10,1,1295000,7.76,10,Active,767
5938,1499,19,2,412000,12.79,1,Closed,53
5939,1425,25,5,829000,10.31,6,Active,547
5940,1042,25,1,1459000,7.13,11,Active,667
5941,1098,14,2,164000,13.46,1,Active,742
5942,1449,11,1,1153000,6.96,12,Active,1075
5943,1031,9,2,62000,12.73,1,Active,915
5944,1158,7,1,3270000,8.23,8,Closed,43
5945,1112,15,5,480000,11.53,7,Active,527
5946,1402,20,3,535000,9.45,3,Active,656
5947,1247,17,1,1219000,6.95,12,Active,867
5948,1122,3,5,1076000,10.76,5,Closed,1093
5949,1273,15,1,4249000,8.32,10,Active,85
5950,1294,14,1,1551000,8.46,11,Active,985
5951,1398,8,6,353000,10.99,2,Active,30
5952,1471,4,1,1334000,8.32,10,Closed,88
5953,1473,10,6,165000,9.55,1,Active,828
5954,1207,2,3,364000,9.61,5,Active,591
5955,1110,14,6,268000,11.4,2,Active,1048
5956,1440,8,4,520000,10.25,4,Closed,177
5957,1278,23,1,1166000,7.99,11,Closed,782
5958,1451,10,5,1015000,10.72,6,Active,688
5959,1056,25,1,1853000,7.81,12,Closed,592
5960,1375,18,3,1247000,9.09,2,Active,750
5961,1403,15,2,201000,12.64,3,Default,809
5962,1057,5,3,1241000,9.88,1,Active,803
5963,1428,22,4,1367000,9.18,8,Active,448
5964,1482,13,4,655000,9.74,6,Active,54
5965,1291,18,5,1211000,10.01,7,Active,165
5966,1114,2,5,4583000,10.4,8,Closed,436
5967,1381,13,2,326000,12.08,2,Closed,477
5968,1385,14,5,1241000,11.79,5,Active,724
5969,1308,10,3,1064000,10.53,5,Active,753
5970,1341,4,5,573000,9.77,8,Closed,357
5971,1477,15,6,125000,11.08,2,Closed,423
5972,1198,8,1,2346000,8.66,9,Closed,317
5973,1421,15,2,248000,12.09,3,Active,703
5974,1321,14,4,552000,9.09,4,Active,966
5975,1179,21,1,422000,7.93,12,Active,547
5976,1385,9,2,262000,12.22,1,Active,859
5977,1219,20,5,366000,10.73,7,Closed,42
5978,1277,3,1,1504000,8.39,11,Active,294
5979,1437,15,6,126000,10.37,4,Active,770
5980,1016,24,6,103000,11.35,1,Closed,59
5981,1492,17,1,555000,8.53,10,Active,519
5982,1379,25,4,1170000,9.87,6,Default,196
5983,1061,16,1,2451000,8.1,11,Active,876
5984,1054,4,4,1114000,9.23,7,Active,435
5985,1168,11,2,308000,12.83,3,Active,862
5986,1026,25,5,626000,10.69,7,Active,848
5987,1336,8,1,2473000,8.65,8,Closed,481
5988,1476,3,3,664000,9.89,2,Active,1008
5989,1065,19,4,243000,9.96,7,Active,283
5990,1100,14,1,1531000,9.18,10,Active,597
5991,1074,9,4,389000,8.5,6,Active,219
5992,1192,3,6,399000,9.41,3,Active,992
5993,1171,4,3,144000,10.61,5,Active,901
5994,1273,25,4,670000,9.7,6,Active,827
5995,1377,4,2,184000,12.37,2,Active,290
5996,1187,11,3,1018000,9.84,3,Active,564
5997,1023,19,1,1665000,8.76,11,Active,502
5998,1391,16,2,118000,13.18,2,Active,390
5999,1428,23,3,397000,9.36,3,Active,654
6000,1181,22,3,467000,9.99,1,Active,1083
6001,1327,17,1,734000,8.87,10,Active,1081
6002,1108,10,1,1141000,9.05,13,Active,1061
6003,1335,24,4,924000,9.57,5,Active,467
6004,1162,17,1,1104000,8.54,12,Active,800
6005,1302,16,2,390000,12.47,5,Active,126
6006,1493,20,1,1198000,8.43,12,Closed,1076
6007,1452,22,2,147000,11.24,4,Closed,853
6008,1206,6,6,276000,10.08,1,Active,613
6009,1078,7,5,669000,10.9,7,Active,414
6010,1016,14,1,2320000,9.67,10,Active,316
6011,1327,11,2,122000,12.29,1,Closed,146
6012,1096,12,5,1542000,10.86,6,Active,205
6013,1147,14,5,602000,11.68,5,Active,458
6014,1002,5,1,2847000,7.57,10,Active,687
6015,1010,5,5,472000,10.36,7,Active,946
6016,1434,20,1,2036000,9.16,11,Default,489
6017,1125,22,2,337000,14.35,4,Active,624
6018,1081,23,1,1276000,6.66,12,Active,40
6019,1485,15,6,101000,10.66,4,Active,730
6020,1140,1,4,279000,10.47,8,Active,748
6021,1326,25,1,1033000,9.13,10,Active,275
6022,1150,24,3,899000,10.58,2,Active,752
6023,1288,23,1,1569000,7.67,11,Closed,356
6024,1361,9,1,1740000,8.32,8,Active,155
6025,1340,3,2,129000,11.28,4,Active,692
6026,1129,4,3,1497000,9.35,5,Active,763
6027,1438,16,1,1343000,8.88,12,Closed,55
6028,1239,7,2,153000,14.07,4,Active,716
6029,1058,22,2,645000,13.43,2,Closed,671
6030,1198,14,3,1200000,10.04,5,Active,401
6031,1211,16,1,1079000,7.63,11,Active,230
6032,1402,18,1,2040000,8.82,8,Active,67
6033,1390,16,1,2143000,8.44,10,Closed,114
6034,1045,16,2,648000,12.5,3,Active,416
6035,1097,2,3,648000,9.22,7,Active,1037
6036,1279,10,6,337000,11.6,3,Active,1045
6037,1023,7,1,778000,8.23,11,Closed,215
6038,1410,25,3,837000,9.15,2,Active,490
6039,1461,15,1,1238000,9.59,11,Active,903
6040,1391,9,1,2213000,10.12,13,Active,340
6041,1335,7,2,511000,11.88,3,Active,112
6042,1044,24,3,365000,9.31,6,Active,1002
6043,1027,16,5,1277000,11.34,6,Active,382
6044,1282,3,4,787000,10.56,6,Closed,86
6045,1097,17,1,2459000,9.73,7,Closed,361
6046,1463,23,3,289000,9.0,2,Active,484
6047,1036,8,5,602000,10.59,6,Active,474
6048,1109,2,2,394000,12.55,3,Active,881
6049,1055,25,6,156000,10.76,2,Active,1055
6050,1192,20,1,1549000,8.77,11,Active,168
6051,1219,25,4,408000,9.72,7,Active,905
6052,1185,3,1,1801000,9.54,10,Closed,972
6053,1069,8,3,975000,7.53,5,Active,367
6054,1317,2,3,694000,8.0,4,Active,572
6055,1130,19,1,1702000,8.61,11,Active,847
6056,1055,17,6,231000,10.28,4,Active,905
6057,1378,5,1,2417000,8.08,12,Active,949
6058,1097,20,1,861000,9.22,11,Active,888
6059,1336,17,5,1309000,11.61,7,Closed,364
6060,1087,10,1,1715000,9.44,11,Active,1079
6061,1294,9,2,500000,11.37,2,Active,153
6062,1119,22,4,716000,10.26,4,Active,169
6063,1208,6,4,377000,10.6,5,Closed,925
6064,1334,11,6,185000,9.64,1,Active,896
6065,1413,2,4,156000,10.03,5,Active,36
6066,1154,23,5,519000,11.73,7,Active,724
6067,1035,12,6,82000,11.76,1,Closed,59
6068,1079,12,2,812000,12.39,2,Active,810
6069,1067,16,2,482000,11.33,3,Active,329
6070,1343,25,4,206000,11.15,7,Closed,558
6071,1413,22,1,962000,8.53,11,Active,987
6072,1034,24,1,2584000,7.08,10,Active,344
6073,1097,12,4,285000,9.82,5,Active,635
6074,1169,21,6,114000,11.6,1,Closed,164
6075,1169,18,2,291000,11.59,4,Active,282
6076,1151,13,1,884000,8.59,13,Active,1074
6077,1071,15,2,422000,12.25,1,Active,130
6078,1003,16,2,189000,12.47,2,Active,876
6079,1314,4,2,273000,12.17,2,Active,263
6080,1032,12,3,313000,9.63,3,Default,46
6081,1287,17,1,1840000,8.33,11,Active,733
6082,1082,1,2,280000,12.99,2,Active,2
6083,1043,22,5,662000,10.37,4,Active,718
6084,1391,18,4,372000,10.84,7,Active,742
6085,1105,22,1,964000,8.16,11,Active,868
6086,1001,16,2,230000,11.59,4,Closed,253
6087,1061,1,1,2185000,7.86,13,Active,828
6088,1270,10,6,379000,9.53,2,Closed,89
6089,1180,19,1,1868000,7.32,13,Active,1039
6090,1224,16,6,302000,9.77,4,Active,692
6091,1006,14,5,617000,9.84,4,Active,972
6092,1103,25,2,207000,12.5,1,Closed,618
6093,1010,2,1,1691000,8.7,10,Active,985
6094,1071,24,5,1176000,9.99,7,Closed,469
6095,1090,6,1,3999000,7.55,10,Closed,641
6096,1226,22,1,1056000,8.75,9,Active,437
6097,1158,23,1,2383000,8.38,11,Active,205
6098,1228,5,3,587000,7.97,4,Active,1054
6099,1405,12,1,2695000,8.53,10,Active,956
6100,1126,4,6,103000,11.02,3,Closed,522
6101,1444,22,1,2384000,8.39,12,Closed,285
6102,1209,24,4,498000,11.68,8,Active,837
6103,1097,4,1,1069000,7.94,7,Active,437
6104,1074,5,2,541000,13.33,3,Active,666
6105,1115,7,1,1334000,8.48,11,Active,659
6106,1191,6,6,202000,10.75,2,Active,915
6107,1495,13,1,1108000,7.66,7,Active,777
6108,1170,4,4,386000,9.15,6,Active,647
6109,1307,13,1,1293000,7.56,10,Active,530
6110,1448,4,4,488000,8.9,6,Closed,137
6111,1204,10,1,985000,9.0,14,Active,390
6112,1056,20,1,1251000,8.1,10,Active,198
